id,name,address,postal_code,charger_level,lat,lng,cost,gg_address,gg_lat,gg_lng,city,province
AAA-10684,Kingston - Clarence Street,"67 Clarence St, Kingston, ON",K7L 1X2,Level2,44.230062,-76.482513,"0,00 $ (CAD) de l'heure","67 Clarence St, Kingston, ON K7L 1X2, Canada",44.2300813,-76.4823765,Kingston,ON
AAA-10440,FLO - Canadian Tire - Niagara,"7624 Regional Rd 57, Niagara Falls, ON",L2H 1A2,Level2,43.1141,-79.125047,"1,50 $ (CAD) de l'heure","7624 Regional Rd 57, Niagara Falls, ON L2H 1A2, Canada",43.114373,-79.125258,Niagara Falls,ON
AAA-561,Caisse Desjardins Terrebonne,"801 boul. des Seigneurs, Terrebonne, QC",J6W 1T5,Level2,45.702939,-73.638665,"1,00 $ (CAD) de l'heure","801 Boulevard des Seigneurs, Terrebonne, QC J6W, Canada",45.7027831,-73.6386793,Terrebonne,QC
AAA-564,St-Hubert 096 - Moncton,"235 Carson Drive, Moncton , NB",E1C 0E9,Level2,46.114583,-64.822836,"1,00 $ (CAD) de l'heure","235 Carson Rd, Moncton, NB E1C 0E9, Canada",46.11464,-64.8226273,Moncton,NB
AAA-10848,IKEA Quebec,"3400 Avenue Blaise-Pascal, Québec, QC",G1X 0E4,Level2,46.7776,-71.3479,"0,00 $ (CAD) par session","3400 Avenue Blaise Pascal, Québec, QC G1X 0E4, Canada",46.7774239,-71.3471981,Québec,QC
AAA-449,Slate Acquisitions - Place Bathurst,"1300 Ave St-Pierre, Bathurst, NB",E2A 3A6,Level2,47.639696,-65.677325,"1,00 $ (CAD) de l'heure","Place Bathurst Mall, 1300 St Peter Ave, Bathurst, NB E2A 3A6, Canada",47.6401609,-65.6779649,1300 St Peter Ave,Ba
AAB-12584,Robert Bateman Secondary,"35045 Exbury Ave., Abbotsford, BC",V2S 7L1,Level2,49.068528,-122.2525,"0,00 $ (CAD) par session","35045 Exbury Ave, Abbotsford, BC V2S 6X6, Canada",49.068714,-122.2546229,Abbotsford,BC
AAA-10163,Peterborough - Riverview Park and Zoo,"1230 Water St, Peterborough, ON",K9H 7G4,Level2,44.343852,-78.309012,"1,50 $ (CAD) de l'heure","1230 Water St, Peterborough, ON K9H 7G4, Canada",44.340019,-78.312029,Peterborough,ON
AAA-10322,FLO - Pacific Centre HSBC,"885 West Georgia, Vancouver, BC",V6C 2G2,Level2,49.283763,-123.1197,"0,00 $ (CAD) de l'heure","885 W Georgia St, Vancouver, BC V6C 2G2, Canada",49.2838044,-123.1195512,Vancouver,BC
AAA-10560,Metrotown West Parkade,"604-4720 Kingsway, Burnaby, BC",V5H 4N2,Level2,49.2267346,-123.0010337,"0,00 $ (CAD) par session","4720 Kingsway, Burnaby, BC V5H 4J5, Canada",49.2255702,-123.0009345,Burnaby,BC
AAA-10175,Peterborough - Memorial Arena,"151 Lansdowne St., Peterborough, ON",K9J 1Y4,Level2,44.28878,-78.317206,"1,50 $ (CAD) de l'heure","151 Lansdowne St, Peterborough, ON K9J 1Y4, Canada",44.2889944,-78.3157618,Peterborough,ON
AAB-11199,Region of Peel - 10 Peel Centre Drive,"10 Peel Centre Dr, Brampton, ON",L6T 4B9,Level2,43.719035,-79.722865,"0,00 $ (CAD) par session","10 Peel Centre Dr, Brampton, ON L6T 4B9, Canada",43.7192712,-79.7221496,Brampton,ON
AAB-11815,Economical Insurance - Riverbend,"590 Riverbend Dr., Kitchener, ON",N2K 3S2,Level2,43.475992,-80.480169,"1,50 $ (CAD) de l'heure","590 Riverbend Dr, Kitchener, ON N2K 3S2, Canada",43.4760496,-80.4803698,Kitchener,ON
AAB-10081,Baka Mobile - Head Office,"630 The East Mall, Toronto, ON",M9B 4B1,Level2,43.65691,-79.567663,"0,00 $ (CAD) par session","630 The East Mall, Etobicoke, ON M9B 4B1, Canada",43.6566229,-79.5672802,Etobicoke,ON
AAB-11196,L'Assomption - Complexe municipal,"781 Rang du Bas de l'Assomption N, L'Assomption, QC",J5W 2J1,Level2,45.811868,-73.43067,"0,00 $ (CAD) par session","781 Rang du Bas de l'Assomption N, L'Assomption, QC J5W 2J2, Canada",45.810903,-73.4311085,L'Assomption,QC
AAA-10637,FLO - Cadillac Fairview - Masonville Place,"1680 Richmond St, London, ON",N6G 3Y9,Level2,43.027706,-81.277942,"1,50 $ (CAD) de l'heure","1680 Richmond St, London, ON N6G 3Y9, Canada",43.025599,-81.2783801,London,ON
AAA-10162,Bayshore Shopping Centre,"100 Bayshore Dr, Nepean, ON",K2B 8C1,Level2,45.346532,-75.80862,"0,00 $ (CAD) de l'heure","100 Bayshore Dr, Nepean, ON K2B 8C1, Canada",45.3469493,-75.8065581,Nepean,ON
AAB-12322,SQI - Édifice Catherine-De-Longpré,"1075 chemin Ste-Foy, Québec, QC",G1B 3T9,Level2,46.797992,-71.245931,"1,00 $ (CAD) de l'heure","Catherine-de-Longpré, 1075 Ch Ste-Foy, Québec, QC G1S, Canada",46.7979537,-71.2461168,1075 Ch Ste-Foy,Qu
AAA-087,Victoriaville - Stationnement Évasion,"73 boul. des Bois-Francs Sud, Victoriaville, QC",G6P 4S2,Level2,46.05773,-71.949648,"1,00 $ (CAD) de l'heure","73 Boulevard des Bois Francs S, Victoriaville, QC G6P 4S2, Canada",46.057799,-71.949398,Victoriaville,QC
AAA-10309,Vancouver General Hospital,"899 W 12th Ave, Vancouver, BC",V5Z 1M9,Level2,49.260251,-123.124008,"0,00 $ (CAD) par session","899 W 12th Ave, Vancouver, BC V5Z 1M9, Canada",49.2616161,-123.1231979,Vancouver,BC
AAB-00498,Morguard - Place Innovation Coop 2,"2311 Boulevard Alfred Nobel, Saint-Laurent, QC",H4S 2B6,Level2,45.481122,-73.75982,"1,00 $ (CAD) de l'heure","2311 Boulevard Alfred Nobel, Saint-Laurent, QC H4S 2B6, Canada",45.4812938,-73.7574244,Saint-Laurent,QC
NBA-10023,NBP - Needs Convenience and PetroCanada,"12 Park Drive, Richibucto, NB",E4W 4G5,Level2,46.6679041,-64.867475899,"1,50 $ (CAD) de l'heure","12 Park Dr, Richibucto, NB E4W 4G5, Canada",46.6678989,-64.8673231,Richibucto,NB
AAB-12595,Kingston  - Belle Park,"731 Montreal St, Kingston, ON",K7K 3J4,Level2,44.251244,-76.484907,"0,00 $ (CAD) par session","731 Montreal St, Kingston, ON K7K 3J4, Canada",44.2512668,-76.4839743,Kingston,ON
AAB-13014,County of Lambton 9 - Marshall Gowland Manor,"749 Devine Street, Sarnia, ON",N7T 1X3,Level2,42.964094,-82.384226,"1,91 $ (CAD) de l'heure","749 Devine St, Sarnia, ON N7T 1X3, Canada",42.963988,-82.384465,Sarnia,ON
AAA-10399,Memorial Park,"810 9th Ave South, Golden, BC",V0A 1H0,Level2,51.297911,-116.964431,"0,00 $ (CAD) de l'heure","810 9 Ave S, Golden, BC V0A, Canada",51.2979238,-116.964796,Golden,BC
AAA-10505,Village of Salmo - 423 Davies Ave,"423 Davies St., Kaslo, BC",V0G 1Z0,Level2,49.193332,-117.278734,"0,00 $ (CAD) par session","Kaslo, BC, Canada",49.9142499,-116.9154503,BC,Ca
NBA-10058,NBP - Sussex,"201 Main Street, Sussex, NB",E4E 1R4,Level2,45.723961,-65.52662,"1,50 $ (CAD) par session","201 Main St, Sussex, NB E4E 1R4, Canada",45.723961,-65.5266209,Sussex,NB
AAB-10749,CÉGEP de Drummondville,"960, rue Saint-Georges, Drummondville, QC",J2C 6A2,Level2,45.8734800621537,-72.5048208049982,"1,00 $ (CAD) de l'heure","960 Rue Saint-Georges, Drummondville, QC J2C 6A2, Canada",45.8733173,-72.5045032,Drummondville,QC
AAB-11764,Granville Island - Old Bridge St Indoor Lot,"1416 Old Bridge Street, Vancouver, BC",V6H 3S6,Level2,49.2707042478356,-123.134137557043,"0,00 $ (CAD) par session","1416 Old Bridge St, Vancouver, BC V6H, Canada",49.2706692,-123.1344103,Vancouver,BC
AAA-119,Place Montréal Trust,"1500 avenue McGill College, Montréal, QC",H3A 3J5,Level2,45.502156,-73.572229,"1,00 $ (CAD) de l'heure","1500 Avenue McGill College, Montréal, QC H3A 3L2, Canada",45.5023402,-73.5723526,Montréal,QC
AAA-258,Hope and District Recreation Centre,"1005 6th avenue, Hope, BC",V0X 1L4,Level2,49.379176,-121.432014,"0,00 $ (CAD) par session","1005 6 Ave, Hope, BC V0X 1L4, Canada",49.379243,-121.431735,Hope,BC
AAA-10882,District of Sparwood - Tourist Information Centre,"141B Aspen Dr, Sparwood, BC",V0B 2G0,Level2,49.730848,-114.885155,"0,00 $ (CAD) par session","141B Aspen Dr, Sparwood, BC V0B 2G0, Canada",49.730908,-114.885929,Sparwood,BC
AAB-10085,NBCC - Moncton Site,"1234 Mountain Road, Moncton, NB",E1C 8H9,Level2,46.108353,-64.829864,"0,00 $ (CAD) de l'heure","1234 Mountain Rd, Moncton, NB E1C 8H9, Canada",46.1080171,-64.829326,Moncton,NB
AAA-10913,FLO - Canadian Tire - Belleville,"103 Bell Blvd, Belleville, ON",K8P 4V2,Level2,44.186798,-77.400017,"1,50 $ (CAD) de l'heure","103 Bell Blvd, Belleville, ON K8P 4V2, Canada",44.1882081,-77.3962539,Belleville,ON
AAB-12522,FLO - Lumicité Condominium,"5065 Chemin du Crépuscule, Saint-Mathieu-de-Beloeil, BC",J3G 0N3,Level2,45.5888737,-73.2857304,"1,00 $ (CAD) par session","5065 Chemin du Crépuscule, Sainte-Julie, QC J3V 6P4, Canada",45.5887905,-73.2873809,Sainte-Julie,QC
AAC-00090,FLO - Canadian Tire - Pickering,"1735 Pickering Pkwy, Pickering, ON",L1V 7C7,FastDC,43.842953,-79.069323,"20,00 $ (CAD) de l'heure","1735 Pickering Pkwy, Pickering, ON L1V 7C7, Canada",43.8427472,-79.0704595,Pickering,ON
AAA-165,Centropolis,"190 Promenade du Centropolis, Laval, QC",H7T 2Z6,Level2,45.56167,-73.745374,"1,00 $ (CAD) de l'heure","190 Promenade Du Centropolis, Laval, QC H7T 2Z6, Canada",45.561577,-73.7454342,Laval,QC
AAA-10287,FLO - Canadian Tire - Pickering,"1735 Pickering Pkwy, Pickering, ON",L1V 7C7,Level2,43.842953,-79.069323,"1,50 $ (CAD) de l'heure","1735 Pickering Pkwy, Pickering, ON L1V 7C7, Canada",43.8427472,-79.0704595,Pickering,ON
AAA-517,Place de la Cité,"2600 Boulevard Laurier, Québec, QC",G1V 4T3,Level2,46.7711249935121,-71.2817236747646,"1,00 $ (CAD) de l'heure","2600 Boulevard Laurier, Québec, QC G1V 4T3, Canada",46.7719696,-71.2821224,Québec,QC
AAA-10593,FLO - Cadillac Fairview - Masonville Place,"1680 Richmond St, London, ON",N6G 3Y9,Level2,43.027706,-81.277942,"1,50 $ (CAD) de l'heure","1680 Richmond St, London, ON N6G 3Y9, Canada",43.025599,-81.2783801,London,ON
AAB-11478,Boralex - Centre récréatif Norman-Boisvert,"440 boul Marie-Victorin, Kingsey Falls, QC",J0A 1B0,Level2,45.863366,-72.06908,"0,00 $ (CAD) de l'heure","440 Boulevard Marie Victorin, Kingsey Falls, QC J0A 1B0, Canada",45.863823,-72.0690088,Kingsey Falls,QC
AAA-10421,Trudel Alliance S.E.C - 2850 St-David,"2850 Avenue St David, Québec, QC",G1C 5W2,Level2,46.866514,-71.216048,"1,00 $ (CAD) de l'heure","2850 Avenue St David, Québec, QC G1C 5W2, Canada",46.866501,-71.215995,Québec,QC
AAB-12629,Kingston - Community Services Facility,"362 Montreal St , Kingston, ON",K7K 3H5,Level2,44.241308,-76.488984,"0,00 $ (CAD) par session","362 Montreal St, Kingston, ON K7K 3H5, Canada",44.2412815,-76.4883492,Kingston,ON
AAB-10423,Camosun College - Parking,"4461 Interurban Rd, Victoria, BC",V9E 2C1,Level2,48.493044,-123.4145,"0,00 $ (CAD) de l'heure","4461 Interurban Rd, Victoria, BC V9E 2C1, Canada",48.4917399,-123.4164138,Victoria,BC
NBA-018,NBP - PETRO CANADA/ACORN RESTAURANT,"10 Route 635, Lake George, NB",E6K 3P9,Level2,45.8737001,-66.9856287,"1,50 $ (CAD) de l'heure","10 NB-635, Lake George, NB E6K 3P9, Canada",45.8737001,-66.9856287,Lake George,NB
AAB-10608,Hôtel Château Laurier Québec,"1220 Place George V O, Ville de Québec, QC",G1R 5B8,Level2,46.806663,-71.21517,"1,00 $ (CAD) de l'heure","1220 Place George V O, Québec, QC G1R 5B8, Canada",46.8064777,-71.214983,Québec,QC
AAB-12622,Kingston - Woodbine Park,"1180 Woodbine Rd, Kingston, ON",K7P 2X6,Level2,44.259067,-76.603076,"0,00 $ (CAD) par session","1180 Woodbine Rd, Kingston, ON K7P 2X6, Canada",44.2599197,-76.6032946,Kingston,ON
NBC-10014,NBP - Tim Horton's,"330 Main Street, Doaktown, NB",E9C 1A9,FastDC,46.5537783,-66.13624,"15,00 $ (CAD) de l'heure","330 Main St, Doaktown, NB E9C 1E3, Canada",46.5537862,-66.1362622,Doaktown,NB
AAB-11520,West Carleton Animal Hospital,"3710, Carp Road, Ottawa, ON",K0A 1L0,Level2,45.343459,-76.033842,"0,00 $ (CAD) par session","3710 Carp Rd, Carp, ON K0A 1L0, Canada",45.3433948,-76.0342132,Carp,ON
AAB-11372,Wilfrid Laurier University,"75 University Ave W, Waterloo, ON",N2L 3C5,Level2,43.4759558,-80.5299246,"0,00 $ (CAD) de l'heure","75 University Ave W, Waterloo, ON N2L 3C5, Canada",43.473843,-80.5274824,Waterloo,ON
AAB-11490,SQI - Palais de justice de Joliette (Visiteur),"440-450 Rue Saint-Louis, Joliette, QC",J6E 7Y8,Level2,46.026192,-73.442,"1,00 $ (CAD) de l'heure","440 Rue Saint-Louis, Joliette, QC J6E 2Y8, Canada",46.026278,-73.442061,Joliette,QC
AAC-00079,BC Hydro - Centennial Square Sparwood,"100 Centennial Square, Sparwood, BC",V0B 2G0,FastDC,49.732737,-114.885922,"0,00 $ (CAD) de l'heure","100 Centennial Square, Sparwood, BC V0B 2G0, Canada",49.7324922,-114.8863494,Sparwood,BC
AAA-10131,Tsawwassen Mills,"5000 Canoe Pass Way, Delta, BC",V4M 0B3,Level2,49.037311,-123.0882,"0,00 $ (CAD) de l'heure","5000 Canoe Pass Way, Tsawwassen, BC V4M 4G9, Canada",49.0378427,-123.0853249,Tsawwassen,BC
AAB-12254,Kamisa Investments,"1100 Walkers Line, Burlington, ON",L7N 2G3,Level2,43.368736,-79.791338,"0,00 $ (CAD) par session","1100 Walkers Line, Burlington, ON L7N 2G3, Canada",43.3441829,-79.802495,Burlington,ON
AAA-447,Carrefour de l'Estrie - Porte S-7,"3050 Boul de Portland, Sherbrooke, QC",J1L 1K1,Level2,45.4009816646152,-71.9534655681229,"1,00 $ (CAD) de l'heure","3050 Boul de Portland, Sherbrooke, QC J1L 1K1, Canada",45.4014503,-71.9527399,Sherbrooke,QC
AAB-12615,Kingston - Cataraqui Community Center,"1030 Sunnyside Road, Kingston, ON",K7P 2Y2,Level2,44.279769,-76.55037,"0,00 $ (CAD) par session","1030 Sunnyside Rd, Kingston, ON K7L 4V4, Canada",44.2798175,-76.5513835,Kingston,ON
NBA-10017,Parc provincial Parlee Beach provincial park,"45 Parlee Beach Rd, Pointe du chene, NB",E4P 8V5,Level2,46.2397059,-64.5096373,"1,50 $ (CAD) de l'heure","45 Parlee Beach Rd, Pointe-du-Chêne, NB E4P 8V5, Canada",46.2397022,-64.5097985,Pointe-du-Chêne,NB
AAB-11851,SQI - 201 Place Charles-Le Moyne,"201 Place Charles-Le Moyne, Longueuil, QC",J4V 2K7,Level2,45.52623,-73.518571,"1,00 $ (CAD) de l'heure","Édifice Montval, 201 Place Charles-Le Moyne, Longueuil, QC J4V 2K7, Canada",45.5258801,-73.5189009,201 Place Charles-Le Moyne,Lo
NBA-019,NB Power,"527 King Street, Fredericton, NB",E3B 3T5,Level2,45.96091,-66.640811,"1,50 $ (CAD) de l'heure","527 King St, Fredericton, NB E3B 1E7, Canada",45.9608485,-66.6407825,Fredericton,NB
AAC-00065,Needs Shelburne ,"90 Ohio Rd, Shelburne, NS",B0T 0A4,FastDC,43.778275,-65.338873,"15,00 $ (CAD) de l'heure","90 Ohio Rd, Shelburne, NS B0T 1W0, Canada",43.7781945,-65.3387983,Shelburne,NS
AAA-10127,CSDA-École Valmont-sur-Parc,"1155 Boulevard Basile-Routhier, Repentigny, QC",J5Y 4C5,Level2,45.776633,-73.438778,"1,00 $ (CAD) de l'heure","1155 Boulevard Basile-Routhier, Repentigny, QC J5Y 4C5, Canada",45.7768663,-73.438969,Repentigny,QC
AAA-224,Aéroport Jean-Lesage,"505 rue Principale, Québec, QC",G2G 0J4,Level2,46.791371,-71.381877,"0,15 $ (CAD) de l'heure","Terminal, 505 Rue Principale, Québec, QC G2G 0J4, Canada",46.7915802,-71.3838083,505 Rue Principale,Qu
AAA-10487,Esso St-Faustin,"1468 Route 117, St-Faustin-du-lac-Carré, QC",J0T 1J2,Level2,46.122388,-74.45312,"1,50 $ (CAD) de l'heure","1468 QC-117, Saint-Faustin-Lac-Carré, QC J0T 1J2, Canada",46.1222483,-74.4532838,Saint-Faustin-Lac-Carré,QC
AAB-11621,Kwantlen Polytechnic University - 5600 Kwantlen Street,"5600 Kwantlen St., Richmond, BC",V6X 2X9,Level2,49.175378,-123.128088,"0,00 $ (CAD) par session","5600 Kwantlen St, Richmond, BC V6X 2X9, Canada",49.1738881,-123.1287029,Richmond,BC
NBA-10056,NBP - Caraquet,"39 W St Peter Boulevard, Caraquet, NB",E1W 1B6,Level2,47.793092,-64.943554,"1,50 $ (CAD) de l'heure","39 W St Peter Boulevard., Caraquet, NB E1W 1B6, Canada",47.7930908,-64.943775,Caraquet,NB
AAA-10677,London Hydro - 245 Pall Mall St.,"245 Pall Mall Street, London, ON",N6A 4H6,Level2,42.9926056,-81.2506083,"1,50 $ (CAD) de l'heure","245 Pall Mall St, London, ON N6A 1P4, Canada",42.9923753,-81.2505433,London,ON
AAA-10954,Cadillac Fairview – Waterfront Centre,"200 Granville St, Vancouver, BC",V6C 3L6,Level2,49.287567,-123.114939,"0,00 $ (CAD) par session","200 Granville St, Vancouver, BC V6C 1S4, Canada",49.2867409,-123.112267,Vancouver,BC
AAA-10452,Drummondville - Bibliothèque municipale,"425 rue des Forges, Drummondville, QC",J2B 6K1,Level2,45.88114,-72.487096,"1,00 $ (CAD) de l'heure","425 Rue des Forges, Drummondville, QC J2B 6K1, Canada",45.8812856,-72.4846345,Drummondville,QC
AAA-10553,Premium Outlet Collection EIA,"1 Outlet Collection Way Unit 1, Edmonton International Airport, AB",T9E 1J5,Level2,53.303274,-113.555407,"0,00 $ (CAD) par session","1 Outlet Collection Way #1, Calmar, AB T0C 0V0, Canada",53.3022267,-113.5534179,Calmar,AB
AAA-10893,City of Grand Forks Gyro Park,"7342 5 St , Grand Forks, BC",V0H 1H0,Level2,49.032277,-118.440656,"0,00 $ (CAD) de l'heure","7342 5 St, Grand Forks, BC V0H 1H0, Canada",49.0320039,-118.4402494,Grand Forks,BC
AAA-10858,Ivanhoe Cambridge - Guildford Town Centre,"10355-152 Street, Surrey, BC",V3R 7C1,Level2,49.189299,-122.805231,"0,00 $ (CAD) de l'heure","10355 152 St, Surrey, BC V3R 7C1, Canada",49.1904168,-122.803713,Surrey,BC
AAA-226,Musée canadien de la nature,"240 McLeod, Ottawa, ON",K2P 2R1,Level2,45.412459,-75.68985,"1,00 $ (CAD) de l'heure","240 McLeod St, Ottawa, ON K2P 2R1, Canada",45.4127661,-75.6886373,Ottawa,ON
AAB-12924,North York Center,"5160, Yonge Street, Toronto, ON",M2N 6L9,Level2,43.768915,-79.414013,"1,05 $ (CAD) de l'heure","5160 Yonge St, North York, ON M2N 6L9, Canada",43.7688847,-79.4134356,North York,ON
AAB-11144,SQI - Place des Canotiers,"40 Rue Dalhousie , Québec, QC",G1K 4B2,Level2,46.815205,-71.20122,"1,00 $ (CAD) de l'heure","40 Rue Dalhousie, Québec, QC G1K 4B2, Canada",46.8143486,-71.2012418,Québec,QC
AAA-446,First Capital - BMO Ottawa,"1454 Merivale Road, Ottawa, ON",K2E 5P1,Level2,45.36349,-75.73362,"1,00 $ (CAD) de l'heure","1454 Merivale Rd, Nepean, ON K2E 5P1, Canada",45.3633199,-75.7333431,Nepean,ON
AAB-12550,Douglas college - New Westminster,"700, Royal Ave, New Westminster, BC",V3M 5Z5,Level2,49.203395,-122.912,"0,00 $ (CAD) de l'heure","700 Royal Ave, New Westminster, BC V3M 5Z5, Canada",49.2036349,-122.9128798,New Westminster,BC
AAA-532,CSDA - École Henri-Bourassa / Soleil de l'Aube,"283 Boul. d'Iberville, Repentigny, QC",J6A 2A4,Level2,45.730355,-73.461541,"1,00 $ (CAD) de l'heure","283 Boulevard Iberville, Repentigny, QC J6A 2A4, Canada",45.7305838,-73.4611683,Repentigny,QC
